Unnamed: 0,Unnamed: 1,503_168_M,2.19,Unnamed: 4,Unnamed: 5,Unnamed: 6,1.33,Unnamed: 8,Unnamed: 9,Unnamed: 10,63,Unnamed: 12,Unnamed: 13,Unnamed: 14,5.4,Unnamed: 16,Unnamed: 17,Unnamed: 18,17,Unnamed: 20,Unnamed: 21,Unnamed: 22,75.4,Unnamed: 24,Unnamed: 25,Unnamed: 26,24.6,Unnamed: 28,Unnamed: 29,Unnamed: 30,31.8,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,5.14,Unnamed: 37,Unnamed: 38,Unnamed: 39,18.86,Unnamed: 41,Unnamed: 42,Unnamed: 43,575,Unnamed: 45,Unnamed: 46,Unnamed: 47,15.4,Unnamed: 49,Unnamed: 50,Unnamed: 51,46,Unnamed: 53,Unnamed: 54,Unnamed: 55,87.9,Unnamed: 57,Unnamed: 58,Unnamed: 59,30,Unnamed: 61,Unnamed: 62,Unnamed: 63,33.4,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81
231,00231,R,2.06,-3.3,3.3,Serious problem,1.15,-0.6,0.6,Good,85,2.8,2.8,Unsatisfactory,5.4,0,0,Excellent,22,3.1,3.1,Serious problem,106.8,10.1,10.1,Serious problem,26.2,4,4,Serious problem,24.5,-2.7,2.7,Unsatisfactory,,5.25,0.3,0.3,Excellent,4.62,-20.6,20.6,Serious problem,564,-0.7,0.7,Good,15,-2.0,2,Satisfactory,45.6,-0.4,0.4,Excellent,86.9,-0.2,0.2,Excellent,28.6,-0.7,0.7,Good,32.9,-0.6,0.6,Good,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 1124,NGPH
234,00234,R,2.24,1.3,1.3,Satisfactory,1.32,0,0,Excellent,65,0.3,0.3,Excellent,5.5,1,1,Good,16.5,-0.3,0.3,Excellent,73.7,-0.5,0.5,Excellent,24.6,0,0,Excellent,33.3,0.6,0.6,Good,,5.29,0.5,0.5,Excellent,8.44,-15.1,15.1,Serious problem,579,0.3,0.3,Excellent,15.3,-0.5,0.5,Excellent,44.9,-1.0,1,Good,84.9,-0.7,0.7,Good,28.9,-0.6,0.6,Good,34.1,0.9,0.9,Good,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN3000,21 พฤษภาคม 2568,,,,HM 45,PHRH
236,00236,R,1.99,-5,5,Serious problem,1.18,-0.5,0.5,Excellent,74,1.4,1.4,Satisfactory,5.4,0,0,Excellent,20.3,2.1,2.1,Unsatisfactory,102,8.6,8.6,Serious problem,27.1,6.3,6.3,Serious problem,26.6,-1.9,1.9,Satisfactory,,5.25,0.3,0.3,Excellent,8.85,-14.5,14.5,Serious problem,560,-0.9,0.9,Good,15.7,1.5,1.5,Satisfactory,45.3,-0.6,0.6,Good,86.3,-0.4,0.4,Excellent,29.9,-0.1,0.1,Excellent,34.7,1.6,1.6,Satisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 786,NGPH
257,00257,R,2.2,0.3,0.3,Excellent,1.39,0.2,0.2,Excellent,59,-0.5,0.5,Excellent,5.4,0,0,Excellent,16.2,-0.5,0.5,Excellent,73.8,-0.5,0.5,Excellent,24.6,0,0,Excellent,33.3,0.6,0.6,Good,,5.27,0.4,0.4,Excellent,19.03,0.2,0.2,Excellent,562,-0.8,0.8,Good,15.3,-0.5,0.5,Excellent,45.2,-0.7,0.7,Good,85.8,-0.5,0.5,Excellent,28.9,-0.6,0.6,Good,33.7,0.4,0.4,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 726,GNPH
265,00265,R,2.14,-1.3,1.3,Satisfactory,1.42,0.3,0.3,Excellent,59,-0.5,0.5,Excellent,5.4,0,0,Excellent,15.8,-0.8,0.8,Good,73.8,-0.5,0.5,Excellent,25.2,1.5,1.5,Satisfactory,34.2,0.9,0.9,Good,,4.55,-1.8,1.8,Satisfactory,18.65,-0.3,0.3,Excellent,590,0.9,0.9,Good,15.5,0.5,0.5,Excellent,47.5,1.4,1.4,Satisfactory,104.4,3.7,3.7,Serious problem,34.1,2.2,2.2,Unsatisfactory,32.6,-1.0,1,Good,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,14 พฤษภาคม 2568,,,,HM 456,PHCH
284,00284,R,2.16,-0.7,0.7,Good,1.31,-0.1,0.1,Excellent,61,-0.3,0.3,Excellent,5.3,-1,1,Good,15.6,-0.9,0.9,Good,72.2,-1,1,Good,24.5,-0.3,0.3,Excellent,34,0.8,0.8,Good,,5.27,0.4,0.4,Excellent,8.38,-15.2,15.2,Serious problem,573,-0.1,0.1,Excellent,15.3,-0.5,0.5,Excellent,44,-1.8,1.8,Satisfactory,83.5,-1.0,1,Good,29,-0.5,0.5,Excellent,34.8,1.8,1.8,Satisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,14 พฤษภาคม 2568,ระบบดูสไลด์ดิจิตอลไม่สามารถเข้าดูได้,,,HM 422,PHCH
286,00286,R,2.24,1.3,1.3,Satisfactory,1.38,0.2,0.2,Excellent,68,0.6,0.6,Good,5.4,0,0,Excellent,17.3,0.2,0.2,Excellent,77.2,0.6,0.6,Good,24.1,-1.3,1.3,Satisfactory,31.2,-0.2,0.2,Excellent,,4.45,-2.2,2.2,Unsatisfactory,18.01,-1.2,1.2,Satisfactory,569,-0.4,0.4,Excellent,15.2,-1.0,1,Good,46.2,0.2,0.2,Excellent,103.8,3.5,3.5,Serious problem,34.2,2.2,2.2,Unsatisfactory,32.9,-0.6,0.6,Good,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 18,DMH
290,00290,R,2.19,0,0,Excellent,1.43,0.3,0.3,Excellent,59,-0.5,0.5,Excellent,5.3,-1,1,Good,16.8,-0.1,0.1,Excellent,76.7,0.4,0.4,Excellent,24.2,-1,1,Good,31.5,-0.1,0.1,Excellent,,5.29,0.5,0.5,Excellent,18.97,0.2,0.2,Excellent,559,-1.0,1,Good,15.3,-0.5,0.5,Excellent,47.1,1.0,1,Good,89,0.2,0.2,Excellent,28.9,-0.6,0.6,Good,32.5,-1.1,1.1,Satisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 1968,NGPH
291,00291,R,2.2,0.3,0.3,Excellent,0.43,-3,3,Unsatisfactory,63,0,0,Excellent,5.3,-1,1,Good,16.4,-0.4,0.4,Excellent,74.5,-0.3,0.3,Excellent,24.1,-1.3,1.3,Satisfactory,32.3,0.2,0.2,Excellent,,5.32,0.6,0.6,Good,19.15,0.4,0.4,Excellent,598,1.4,1.4,Satisfactory,15.4,0.0,0,Excellent,46.3,0.3,0.3,Excellent,87,-0.2,0.2,Excellent,28.9,-0.6,0.6,Good,33.3,-0.1,0.1,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN2000,21 พฤษภาคม 2568,,,,HM 113,PHGH
296,00296,R,2.17,-0.5,0.5,Excellent,1.35,0.1,0.1,Excellent,60,-0.4,0.4,Excellent,5.3,-1,1,Good,16,-0.6,0.6,Good,73.7,-0.5,0.5,Excellent,24.4,-0.5,0.5,Excellent,33.1,0.5,0.5,Excellent,,4.45,-2.2,2.2,Unsatisfactory,7.45,-16.5,16.5,Serious problem,576,0.1,0.1,Excellent,15.2,-1.0,1,Good,46.9,0.8,0.8,Good,105.4,3.9,3.9,Serious problem,34.2,2.2,2.2,Unsatisfactory,32.4,-1.3,1.3,Satisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 17,DMS
304,00304,R,2.17,-0.5,0.5,Excellent,1.5,0.6,0.6,Good,65,0.3,0.3,Excellent,5.4,0,0,Excellent,16.4,-0.4,0.4,Excellent,75.6,0.1,0.1,Excellent,24.9,0.7,0.7,Good,32.9,0.4,0.4,Excellent,,5.24,0.3,0.3,Excellent,18.73,-0.2,0.2,Excellent,561,-0.9,0.9,Good,15.3,-0.5,0.5,Excellent,45.6,-0.4,0.4,Excellent,87,-0.2,0.2,Excellent,29.2,-0.4,0.4,Excellent,33.6,0.3,0.3,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN3000,21 พฤษภาคม 2568,,,,HM 1970,NGPH
310,00310,R,2.2,0.3,0.3,Excellent,1.41,0.3,0.3,Excellent,56,-0.9,0.9,Good,5.4,0,0,Excellent,16.3,-0.4,0.4,Excellent,74.1,-0.4,0.4,Excellent,24.5,-0.3,0.3,Excellent,33.1,0.5,0.5,Excellent,,3.94,-3.8,3.8,Serious problem,17.66,-1.7,1.7,Satisfactory,547,-1.8,1.8,Satisfactory,15.1,-1.5,1.5,Satisfactory,42.4,-3.3,3.3,Serious problem,107.6,4.4,4.4,Serious problem,38.3,4.4,4.4,Serious problem,35.6,2.8,2.8,Unsatisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN3000,14 พฤษภาคม 2568,,,,HM 847,NGPH
311,00311,R,2.25,1.5,1.5,Satisfactory,1.91,1.9,1.9,Satisfactory,62,-0.1,0.1,Excellent,5.5,1,1,Good,17,0,0,Excellent,75.7,0.1,0.1,Excellent,24.3,-0.8,0.8,Good,32.1,0.1,0.1,Excellent,,5.26,0.4,0.4,Excellent,23.16,6.2,6.2,Serious problem,567,-0.5,0.5,Excellent,15.5,0.5,0.5,Excellent,46.2,0.2,0.2,Excellent,87.9,0.0,0,Excellent,29.5,-0.3,0.3,Excellent,33.6,0.3,0.3,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,14 พฤษภาคม 2568,,,,HM 1169,GNPH
315,00315,R,2.25,1.5,1.5,Satisfactory,1.31,-0.1,0.1,Excellent,85,2.8,2.8,Unsatisfactory,5.5,1,1,Good,22.3,3.3,3.3,Serious problem,99.1,7.6,7.6,Serious problem,24.4,-0.5,0.5,Excellent,24.7,-2.6,2.6,Unsatisfactory,,5.24,0.3,0.3,Excellent,8.88,-14.5,14.5,Serious problem,567,-0.5,0.5,Excellent,15.5,0.5,0.5,Excellent,45.6,-0.4,0.4,Excellent,87,-0.2,0.2,Excellent,29.6,-0.2,0.2,Excellent,34,0.8,0.8,Good,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN3000,21 พฤษภาคม 2568,,,,HM 118,PHGH
316,00316,R,2.19,0,0,Excellent,1.38,0.2,0.2,Excellent,60,-0.4,0.4,Excellent,5.4,0,0,Excellent,16.6,-0.2,0.2,Excellent,75.8,0.1,0.1,Excellent,24.7,0.2,0.2,Excellent,32.5,0.3,0.3,Excellent,,5.27,0.4,0.4,Excellent,18.31,-0.8,0.8,Good,581,0.4,0.4,Excellent,15.4,0.0,0,Excellent,46.2,0.2,0.2,Excellent,87.7,0.0,0,Excellent,29.2,-0.4,0.4,Excellent,33.3,-0.1,0.1,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN3000,14 พฤษภาคม 2568,,,,HM 1217,PHGH
317,00317,R,2.06,-3.3,3.3,Serious problem,1.45,0.4,0.4,Excellent,61,-0.3,0.3,Excellent,5.1,-3,3,Unsatisfactory,15.2,-1.1,1.1,Satisfactory,73.8,-0.5,0.5,Excellent,24.8,0.5,0.5,Excellent,33.6,0.7,0.7,Good,,5.26,0.4,0.4,Excellent,19.37,0.7,0.7,Good,563,-0.8,0.8,Good,15.4,0.0,0,Excellent,45.1,-0.8,0.8,Good,85.7,-0.5,0.5,Excellent,29.3,-0.4,0.4,Excellent,34.1,0.9,0.9,Good,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1500,14 พฤษภาคม 2568,,,,HM 723,GNPH
319,00319,R,2.11,-2,2,Satisfactory,1.39,0.2,0.2,Excellent,82,2.4,2.4,Unsatisfactory,5.3,-1,1,Good,22.7,3.6,3.6,Serious problem,107.6,10.4,10.4,Serious problem,25.1,1.3,1.3,Satisfactory,23.3,-3.1,3.1,Serious problem,,5.2,0.2,0.2,Excellent,19.17,0.4,0.4,Excellent,554,-1.3,1.3,Satisfactory,15.5,0.5,0.5,Excellent,45.2,-0.7,0.7,Good,86.9,-0.2,0.2,Excellent,29.8,-0.1,0.1,Excellent,34.3,1.1,1.1,Satisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN3000,14 พฤษภาคม 2568,,,,HM 61,PHRH
320,00320,R,1.95,-6,6,Serious problem,1.59,0.9,0.9,Good,60,-0.4,0.4,Excellent,5.2,-2,2,Satisfactory,14.5,-1.6,1.6,Satisfactory,74.4,-0.3,0.3,Excellent,26.7,5.2,5.2,Serious problem,35.9,1.5,1.5,Satisfactory,,4.6,-1.7,1.7,Satisfactory,19.33,0.7,0.7,Good,523,-3.3,3.3,Serious problem,14.5,-4.5,4.5,Serious problem,39.3,-6.1,6.1,Serious problem,85.4,-0.6,0.6,Good,31.5,0.8,0.8,Good,36.9,4.4,4.4,Serious problem,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN3000,14 พฤษภาคม 2568,,,,HM 1154,PHRH
321,00321,R,2.24,1.3,1.3,Satisfactory,1.23,-0.3,0.3,Excellent,63,0,0,Excellent,5.4,0,0,Excellent,16.2,-0.5,0.5,Excellent,72.3,-1,1,Good,24.1,-1.3,1.3,Satisfactory,33.3,0.6,0.6,Good,,5.28,0.4,0.4,Excellent,8.78,-14.6,14.6,Serious problem,580,0.3,0.3,Excellent,15.3,-0.5,0.5,Excellent,44.4,-1.5,1.5,Satisfactory,84.1,-0.8,0.8,Good,29,-0.5,0.5,Excellent,34.5,1.4,1.4,Satisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN10,21 พฤษภาคม 2568,,,,HM 646,PHCH
328,00328,R,2.13,-1.5,1.5,Satisfactory,1.41,0.3,0.3,Excellent,92,3.6,3.6,Serious problem,5.3,-1,1,Good,22,3.1,3.1,Serious problem,103.3,9,9,Serious problem,24.9,0.7,0.7,Good,24.1,-2.9,2.9,Unsatisfactory,,5.28,0.4,0.4,Excellent,19.1,0.3,0.3,Excellent,569,-0.4,0.4,Excellent,15.3,-0.5,0.5,Excellent,45.9,-0.1,0.1,Excellent,86,-0.4,0.4,Excellent,29,-0.5,0.5,Excellent,33.3,-0.1,0.1,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN3000,21 พฤษภาคม 2568,,,,HM 724,GNPH
329,00329,R,2.22,0.8,0.8,Good,1.61,0.9,0.9,Good,58,-0.6,0.6,Good,5.4,0,0,Excellent,16.7,-0.2,0.2,Excellent,75.2,-0.1,0.1,Excellent,24.3,-0.8,0.8,Good,32.3,0.2,0.2,Excellent,,4.53,-1.9,1.9,Satisfactory,18.18,-1.0,1,Good,597,1.4,1.4,Satisfactory,15,-2.0,2,Satisfactory,47,0.9,0.9,Good,103.8,3.5,3.5,Serious problem,33.1,1.6,1.6,Satisfactory,31.9,-1.9,1.9,Satisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 912,NGPH
330,00330,R,2.25,1.5,1.5,Satisfactory,0.55,-2.6,2.6,Unsatisfactory,64,0.1,0.1,Excellent,5.4,0,0,Excellent,17.1,0.1,0.1,Excellent,76,0.2,0.2,Excellent,24,-1.5,1.5,Satisfactory,31.6,-0.1,0.1,Excellent,,4.4,-2.3,2.3,Unsatisfactory,17.81,-1.5,1.5,Satisfactory,604,1.8,1.8,Satisfactory,15.4,0.0,0,Excellent,47.2,1.1,1.1,Satisfactory,107.3,4.3,4.3,Serious problem,35,2.6,2.6,Unsatisfactory,32.6,-1.0,1,Good,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,-,21 พฤษภาคม 2568,,,,HM 776,NGPH
336,00336,R,2.16,-0.7,0.7,Good,1.33,0,0,Excellent,66,0.4,0.4,Excellent,5.5,1,1,Good,16.6,-0.2,0.2,Excellent,76.9,0.5,0.5,Excellent,25.5,2.3,2.3,Unsatisfactory,33.1,0.5,0.5,Excellent,,5.06,-0.3,0.3,Excellent,8.17,-15.5,15.5,Serious problem,632,3.6,3.6,Serious problem,15.7,1.5,1.5,Satisfactory,53.4,6.7,6.7,Serious problem,105.1,3.8,3.8,Serious problem,30.9,0.5,0.5,Excellent,29.4,-5.0,5,Serious problem,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",XN Series,,XN3000,21 พฤษภาคม 2568,,,,HM 44,PHRH
344,00344,R,2.19,0,0,Excellent,1.39,0.2,0.2,Excellent,60,-0.4,0.4,Excellent,5.5,1,1,Good,16.2,-0.5,0.5,Excellent,74,-0.5,0.5,Excellent,25.1,1.3,1.3,Satisfactory,33.8,0.7,0.7,Good,,5.32,0.6,0.6,Good,18.99,0.2,0.2,Excellent,598,1.4,1.4,Satisfactory,15.5,0.5,0.5,Excellent,45.8,-0.2,0.2,Excellent,86,-0.4,0.4,Excellent,28.9,-0.6,0.6,Good,33.7,0.4,0.4,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)","503 sysmex XN Series (XN-1000,1500,2000,3000,9000)",,XN1000,21 พฤษภาคม 2568,,,,HM 785,NGPH
359,00359,R,2.15,-1,1,Good,1.48,0.5,0.5,Excellent,57,-0.8,0.8,Good,5.3,-1,1,Good,16.3,-0.4,0.4,Excellent,75.7,0.1,0.1,Excellent,24.7,0.2,0.2,Excellent,32.6,0.3,0.3,Excellent,,5.23,0.3,0.3,Excellent,18.85,0.0,0,Excellent,570,-0.3,0.3,Excellent,15.3,-0.5,0.5,Excellent,45.9,-0.1,0.1,Excellent,87.8,0.0,0,Excellent,29.3,-0.4,0.4,Excellent,33.3,-0.1,0.1,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,14 พฤษภาคม 2568,สไลด์สเมียร์ C168 การติดสีแกรนูลของ Eosinophil ออกสีม่วงๆมากกว่าสีส้ม อยากให้ปรับปรุงการย้อมสีนิดนึงครับ ขอบคุณครับ,,,HM 1113,GNPH
373,00373,R,2.15,-1,1,Good,1.37,0.1,0.1,Excellent,61,-0.3,0.3,Excellent,5.2,-2,2,Satisfactory,16.1,-0.6,0.6,Good,74.9,-0.2,0.2,Excellent,24.2,-1,1,Good,32.3,0.2,0.2,Excellent,,5.31,0.5,0.5,Excellent,18.91,0.1,0.1,Excellent,576,0.1,0.1,Excellent,15.3,-0.5,0.5,Excellent,46.2,0.2,0.2,Excellent,87,-0.2,0.2,Excellent,28.8,-0.6,0.6,Good,33.1,-0.4,0.4,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN3100,14 พฤษภาคม 2568,,,,HM 103,PHGH
395,00395,R,2.24,1.3,1.3,Satisfactory,1.22,-0.4,0.4,Excellent,69,0.8,0.8,Good,5.4,0,0,Excellent,16.6,-0.2,0.2,Excellent,74.1,-0.4,0.4,Excellent,24.1,-1.3,1.3,Satisfactory,32.5,0.3,0.3,Excellent,,5.36,0.7,0.7,Good,7.81,-16.0,16,Serious problem,578,0.2,0.2,Excellent,15.4,0.0,0,Excellent,46.1,0.1,0.1,Excellent,86,-0.4,0.4,Excellent,28.7,-0.7,0.7,Good,33.4,0.0,0,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN3000,21 พฤษภาคม 2568,,,,HM 1012,GNPH
397,00397,R,2.21,0.5,0.5,Excellent,0.59,-2.5,2.5,Unsatisfactory,54,-1.1,1.1,Satisfactory,5.4,0,0,Excellent,16.5,-0.3,0.3,Excellent,74.7,-0.2,0.2,Excellent,24.4,-0.5,0.5,Excellent,32.7,0.3,0.3,Excellent,,5.3,0.5,0.5,Excellent,19.11,0.4,0.4,Excellent,572,-0.2,0.2,Excellent,15.4,0.0,0,Excellent,45.8,-0.2,0.2,Excellent,85.9,-0.4,0.4,Excellent,28.9,-0.6,0.6,Good,33.6,0.3,0.3,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN3000,21 พฤษภาคม 2568,,,,HM 1109,GNPH
400,00400,R,2.22,0.8,0.8,Good,1.43,0.3,0.3,Excellent,73,1.3,1.3,Satisfactory,5.5,1,1,Good,17,0,0,Excellent,76.6,0.4,0.4,Excellent,24.8,0.5,0.5,Excellent,32.4,0.2,0.2,Excellent,,5.25,0.3,0.3,Excellent,19.18,0.5,0.5,Excellent,584,0.6,0.6,Good,15.5,0.5,0.5,Excellent,46.6,0.5,0.5,Excellent,88.8,0.2,0.2,Excellent,29.5,-0.3,0.3,Excellent,33.3,-0.1,0.1,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN3000,21 พฤษภาคม 2568,ไม่สามารถเข้าสู่ระบบสไลด์ดิจิทัลได้,,,HM 699,GNPH
402,00402,R,2.22,0.8,0.8,Good,1.46,0.4,0.4,Excellent,59,-0.5,0.5,Excellent,5.5,1,1,Good,17.3,0.2,0.2,Excellent,77.9,0.8,0.8,Good,24.8,0.5,0.5,Excellent,31.8,0,0,Excellent,,4.99,-0.5,0.5,Excellent,17.95,-1.3,1.3,Satisfactory,585,0.6,0.6,Good,15.3,-0.5,0.5,Excellent,52.3,5.7,5.7,Serious problem,104.8,3.8,3.8,Serious problem,30.7,0.4,0.4,Excellent,29.3,-5.1,5.1,Serious problem,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 630,PHCH
403,00403,R,2.2,0.3,0.3,Excellent,1.33,0,0,Excellent,54,-1.1,1.1,Satisfactory,5.3,-1,1,Good,16.4,-0.4,0.4,Excellent,74.5,-0.3,0.3,Excellent,24.1,-1.3,1.3,Satisfactory,32.3,0.2,0.2,Excellent,,5.28,0.4,0.4,Excellent,8.28,-15.3,15.3,Serious problem,567,-0.5,0.5,Excellent,15.3,-0.5,0.5,Excellent,45.6,-0.4,0.4,Excellent,86.4,-0.3,0.3,Excellent,29,-0.5,0.5,Excellent,33.6,0.3,0.3,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1500,21 พฤษภาคม 2568,,,,HM 1973,DMS
405,00405,R,2.21,0.5,0.5,Excellent,1.51,0.6,0.6,Good,60,-0.4,0.4,Excellent,5.4,0,0,Excellent,16.4,-0.4,0.4,Excellent,74.2,-0.4,0.4,Excellent,24.4,-0.5,0.5,Excellent,32.9,0.4,0.4,Excellent,,5.28,0.4,0.4,Excellent,19.13,0.4,0.4,Excellent,581,0.4,0.4,Excellent,15.4,0.0,0,Excellent,45.5,-0.5,0.5,Excellent,86.2,-0.4,0.4,Excellent,29.2,-0.4,0.4,Excellent,33.8,0.5,0.5,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN3000,21 พฤษภาคม 2568,,,,HM 122,PHGH
406,00406,R,2.15,-1,1,Good,0.62,-2.4,2.4,Unsatisfactory,95,4,4,Serious problem,5.4,0,0,Excellent,22.6,3.5,3.5,Serious problem,105.1,9.6,9.6,Serious problem,25.1,1.3,1.3,Satisfactory,23.9,-2.9,2.9,Unsatisfactory,,5.26,0.4,0.4,Excellent,19.66,1.2,1.2,Satisfactory,578,0.2,0.2,Excellent,15.7,1.5,1.5,Satisfactory,45.3,-0.6,0.6,Good,86.1,-0.4,0.4,Excellent,29.8,-0.1,0.1,Excellent,34.7,1.6,1.6,Satisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN2000,21 พฤษภาคม 2568,,,,HM 7,DMS
407,00407,R,2.16,-0.7,0.7,Good,1.3,-0.1,0.1,Excellent,63,0,0,Excellent,5.4,0,0,Excellent,16.7,-0.2,0.2,Excellent,77.3,0.6,0.6,Good,25,1,1,Good,32.3,0.2,0.2,Excellent,,5.21,0.2,0.2,Excellent,8.28,-15.3,15.3,Serious problem,561,-0.9,0.9,Good,15.3,-0.5,0.5,Excellent,46.4,0.4,0.4,Excellent,89.1,0.3,0.3,Excellent,29.4,-0.3,0.3,Excellent,33,-0.5,0.5,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN3000,14 พฤษภาคม 2568,ติดปัญหาในส่วนของการประเมินด้วยสไลด์ดิจิตอล คือไม่สามารถเข้าสู่หน้าเว็บได้,,,HM 91,PHRH
409,00409,R,2.18,-0.2,0.2,Excellent,1.57,0.8,0.8,Good,57,-0.8,0.8,Good,5.3,-1,1,Good,16.2,-0.5,0.5,Excellent,74.3,-0.4,0.4,Excellent,24.3,-0.8,0.8,Good,32.7,0.3,0.3,Excellent,,5.32,0.6,0.6,Good,18.92,0.1,0.1,Excellent,564,-0.7,0.7,Good,15.3,-0.5,0.5,Excellent,45.6,-0.4,0.4,Excellent,85.7,-0.5,0.5,Excellent,28.8,-0.6,0.6,Good,33.6,0.3,0.3,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1500,21 พฤษภาคม 2568,,,,HM 766,NGPH
410,00410,R,2.21,0.5,0.5,Excellent,1.51,0.6,0.6,Good,68,0.6,0.6,Good,5.4,0,0,Excellent,16.4,-0.4,0.4,Excellent,74.2,-0.4,0.4,Excellent,24.4,-0.5,0.5,Excellent,32.9,0.4,0.4,Excellent,,4.74,-1.3,1.3,Satisfactory,17.53,-1.9,1.9,Satisfactory,572,-0.2,0.2,Excellent,15.5,0.5,0.5,Excellent,48.6,2.4,2.4,Unsatisfactory,102.5,3.2,3.2,Serious problem,32.7,1.4,1.4,Satisfactory,31.9,-1.9,1.9,Satisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 1473,NGPH
