Unnamed: 0,Unnamed: 1,503_168_M,2.19,Unnamed: 4,Unnamed: 5,Unnamed: 6,1.33,Unnamed: 8,Unnamed: 9,Unnamed: 10,63,Unnamed: 12,Unnamed: 13,Unnamed: 14,5.4,Unnamed: 16,Unnamed: 17,Unnamed: 18,17,Unnamed: 20,Unnamed: 21,Unnamed: 22,75.4,Unnamed: 24,Unnamed: 25,Unnamed: 26,24.6,Unnamed: 28,Unnamed: 29,Unnamed: 30,31.8,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,5.14,Unnamed: 37,Unnamed: 38,Unnamed: 39,18.86,Unnamed: 41,Unnamed: 42,Unnamed: 43,575,Unnamed: 45,Unnamed: 46,Unnamed: 47,15.4,Unnamed: 49,Unnamed: 50,Unnamed: 51,46,Unnamed: 53,Unnamed: 54,Unnamed: 55,87.9,Unnamed: 57,Unnamed: 58,Unnamed: 59,30,Unnamed: 61,Unnamed: 62,Unnamed: 63,33.4,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81
60,00060,R,2.25,1.5,1.5,Satisfactory,1.49,0.5,0.5,Excellent,66,0.4,0.4,Excellent,5.5,1,1,Good,16.9,-0.1,0.1,Excellent,75.1,-0.1,0.1,Excellent,24.4,-0.5,0.5,Excellent,32.5,0.3,0.3,Excellent,,4.37,-2.4,2.4,Unsatisfactory,17.94,-1.3,1.3,Satisfactory,568,-0.4,0.4,Excellent,15.3,-0.5,0.5,Excellent,46.1,0.1,0.1,Excellent,105.5,3.9,3.9,Serious problem,35,2.6,2.6,Unsatisfactory,33.2,-0.2,0.2,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1500,14 พฤษภาคม 2568,,,,HM 1112,GNPH
72,00072,R,2.17,-0.5,0.5,Excellent,1.45,0.4,0.4,Excellent,69,0.8,0.8,Good,5.4,0,0,Excellent,16.4,-0.4,0.4,Excellent,75.6,0.1,0.1,Excellent,24.9,0.7,0.7,Good,32.9,0.4,0.4,Excellent,,4.92,-0.7,0.7,Good,18.53,-0.5,0.5,Excellent,609,2.1,2.1,Unsatisfactory,15.3,-0.5,0.5,Excellent,49.6,3.3,3.3,Serious problem,100.8,2.9,2.9,Unsatisfactory,31.1,0.6,0.6,Good,30.8,-3.3,3.3,Serious problem,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,14 พฤษภาคม 2568,,,,HM 880,NGPH
78,00078,R,2.2,0.3,0.3,Excellent,1.5,0.6,0.6,Good,60,-0.4,0.4,Excellent,5.4,0,0,Excellent,17,0,0,Excellent,77.3,0.6,0.6,Good,24.5,-0.3,0.3,Excellent,31.8,0,0,Excellent,,5.44,0.9,0.9,Good,19.11,0.4,0.4,Excellent,613,2.4,2.4,Unsatisfactory,15.5,0.5,0.5,Excellent,48,1.8,1.8,Satisfactory,88.2,0.1,0.1,Excellent,28.5,-0.8,0.8,Good,32.3,-1.4,1.4,Satisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN3100,14 พฤษภาคม 2568,,,,HM 846,NGPH
79,00079,R,2.19,0,0,Excellent,1.46,0.4,0.4,Excellent,50,-1.6,1.6,Satisfactory,5.3,-1,1,Good,16.5,-0.3,0.3,Excellent,75.3,0,0,Excellent,24.2,-1,1,Good,32.1,0.1,0.1,Excellent,,4.51,-2.0,2,Satisfactory,17.27,-2.3,2.3,Unsatisfactory,553,-1.4,1.4,Satisfactory,15.3,-0.5,0.5,Excellent,47.1,1.0,1,Good,104.4,3.7,3.7,Serious problem,33.9,2.1,2.1,Unsatisfactory,32.5,-1.1,1.1,Satisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 1390,GNPH
81,00081,R,2.25,1.5,1.5,Satisfactory,1.51,0.6,0.6,Good,65,0.3,0.3,Excellent,5.5,1,1,Good,16.7,-0.2,0.2,Excellent,74.2,-0.4,0.4,Excellent,24.4,-0.5,0.5,Excellent,32.9,0.4,0.4,Excellent,,5.25,0.3,0.3,Excellent,18.87,0.0,0,Excellent,592,1.1,1.1,Satisfactory,15.4,0.0,0,Excellent,45.1,-0.8,0.8,Good,85.9,-0.4,0.4,Excellent,29.3,-0.4,0.4,Excellent,34.1,0.9,0.9,Good,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1500,14 พฤษภาคม 2568,,,,HM 823,NGPH
83,00083,R,2.2,0.3,0.3,Excellent,1.53,0.7,0.7,Good,58,-0.6,0.6,Good,5.3,-1,1,Good,16.6,-0.2,0.2,Excellent,76,0.2,0.2,Excellent,24.4,-0.5,0.5,Excellent,32.1,0.1,0.1,Excellent,,4.29,-2.7,2.7,Unsatisfactory,17.86,-1.4,1.4,Satisfactory,590,0.9,0.9,Good,15.1,-1.5,1.5,Satisfactory,44.7,-1.2,1.2,Satisfactory,104.8,3.8,3.8,Serious problem,35,2.6,2.6,Unsatisfactory,33.6,0.3,0.3,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 806,NGPH
86,00086,R,2.2,0.3,0.3,Excellent,1.41,0.3,0.3,Excellent,62,-0.1,0.1,Excellent,5.4,0,0,Excellent,16.2,-0.5,0.5,Excellent,73.6,-0.6,0.6,Good,24.5,-0.3,0.3,Excellent,33.3,0.6,0.6,Good,,5.29,0.5,0.5,Excellent,18.71,-0.2,0.2,Excellent,581,0.4,0.4,Excellent,15.5,0.5,0.5,Excellent,45.2,-0.7,0.7,Good,85.4,-0.6,0.6,Good,29.3,-0.4,0.4,Excellent,34.3,1.1,1.1,Satisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,14 พฤษภาคม 2568,,,,HM 1850,NGPH
87,00087,R,2.22,0.8,0.8,Good,1.48,0.5,0.5,Excellent,66,0.4,0.4,Excellent,5.4,0,0,Excellent,16.6,-0.2,0.2,Excellent,74.8,-0.2,0.2,Excellent,24.3,-0.8,0.8,Good,32.5,0.3,0.3,Excellent,,5.25,0.3,0.3,Excellent,18.51,-0.5,0.5,Excellent,551,-1.5,1.5,Satisfactory,15.5,0.5,0.5,Excellent,45.6,-0.4,0.4,Excellent,86.9,-0.2,0.2,Excellent,29.5,-0.3,0.3,Excellent,34,0.8,0.8,Good,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,14 พฤษภาคม 2568,,,,HM 843,NGPH
88,00088,R,2.25,1.5,1.5,Satisfactory,1.33,0,0,Excellent,62,-0.1,0.1,Excellent,5.4,0,0,Excellent,17.1,0.1,0.1,Excellent,76,0.2,0.2,Excellent,24,-1.5,1.5,Satisfactory,31.6,-0.1,0.1,Excellent,,5.44,0.9,0.9,Good,8.9,-14.4,14.4,Serious problem,577,0.1,0.1,Excellent,15.3,-0.5,0.5,Excellent,47.5,1.4,1.4,Satisfactory,87.3,-0.1,0.1,Excellent,28.1,-1.0,1,Good,32.2,-1.5,1.5,Satisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 444,PHCH
98,00098,R,2.18,-0.2,0.2,Excellent,1.55,0.7,0.7,Good,67,0.5,0.5,Excellent,5.3,-1,1,Good,16.1,-0.6,0.6,Good,73.9,-0.5,0.5,Excellent,24.3,-0.8,0.8,Good,32.9,0.4,0.4,Excellent,,5.32,0.6,0.6,Good,19.79,1.3,1.3,Satisfactory,587,0.8,0.8,Good,15.5,0.5,0.5,Excellent,45.7,-0.3,0.3,Excellent,85.9,-0.4,0.4,Excellent,29.1,-0.5,0.5,Excellent,33.9,0.6,0.6,Good,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,14 พฤษภาคม 2568,,,,HM 365,PHCH
105,00105,R,2.14,-1.3,1.3,Satisfactory,1.37,0.1,0.1,Excellent,83,2.5,2.5,Unsatisfactory,5.3,-1,1,Good,20.8,2.4,2.4,Unsatisfactory,97.2,7,7,Serious problem,24.8,0.5,0.5,Excellent,25.5,-2.3,2.3,Unsatisfactory,,5.26,0.4,0.4,Excellent,18.94,0.1,0.1,Excellent,598,1.4,1.4,Satisfactory,15.4,0.0,0,Excellent,45.5,-0.5,0.5,Excellent,86.5,-0.3,0.3,Excellent,29.3,-0.4,0.4,Excellent,33.8,0.5,0.5,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 697,GNPH
109,00109,R,2.15,-1,1,Good,1.47,0.5,0.5,Excellent,60,-0.4,0.4,Excellent,5.4,0,0,Excellent,16.5,-0.3,0.3,Excellent,76.8,0.5,0.5,Excellent,25.1,1.3,1.3,Satisfactory,32.7,0.3,0.3,Excellent,,5.21,0.2,0.2,Excellent,18.63,-0.3,0.3,Excellent,575,0.0,0,Excellent,15.5,0.5,0.5,Excellent,45.9,-0.1,0.1,Excellent,88.2,0.1,0.1,Excellent,29.7,-0.2,0.2,Excellent,33.7,0.4,0.4,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 859,NGPH
116,00116,R,2.29,2.5,2.5,Unsatisfactory,1.48,0.5,0.5,Excellent,58,-0.6,0.6,Good,5.5,1,1,Good,17.6,0.4,0.4,Excellent,76.8,0.5,0.5,Excellent,24.2,-1,1,Good,31.5,-0.1,0.1,Excellent,,5.39,0.8,0.8,Good,19.39,0.8,0.8,Good,590,0.9,0.9,Good,15.5,0.5,0.5,Excellent,47.3,1.2,1.2,Satisfactory,87.8,0.0,0,Excellent,28.8,-0.6,0.6,Good,32.8,-0.8,0.8,Good,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 1201,NGPH
120,00120,R,2.19,0,0,Excellent,1.61,0.9,0.9,Good,49,-1.8,1.8,Satisfactory,5.3,-1,1,Good,16.9,-0.1,0.1,Excellent,77.2,0.6,0.6,Good,24.2,-1,1,Good,31.4,-0.1,0.1,Excellent,,4.35,-2.5,2.5,Unsatisfactory,18.13,-1.1,1.1,Satisfactory,643,4.3,4.3,Serious problem,15.4,0.0,0,Excellent,48.1,1.9,1.9,Satisfactory,110.6,5.0,5,Serious problem,35.4,2.8,2.8,Unsatisfactory,32,-1.8,1.8,Satisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,14 พฤษภาคม 2568,,,,HM 424,PHCH
131,00131,R,2.16,-0.7,0.7,Good,1.53,0.7,0.7,Good,59,-0.5,0.5,Excellent,5.4,0,0,Excellent,16.4,-0.4,0.4,Excellent,75.9,0.2,0.2,Excellent,24.8,0.5,0.5,Excellent,32.7,0.3,0.3,Excellent,,5.24,0.3,0.3,Excellent,19.18,0.5,0.5,Excellent,560,-0.9,0.9,Good,15.3,-0.5,0.5,Excellent,45.6,-0.4,0.4,Excellent,87.1,-0.2,0.2,Excellent,29.2,-0.4,0.4,Excellent,33.6,0.3,0.3,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,14 พฤษภาคม 2568,,,,HM 845,NGPH
132,00132,R,1.85,-8.5,8.5,Serious problem,0.23,-3.7,3.7,Serious problem,80,2.1,2.1,Unsatisfactory,5.3,-1,1,Good,18.5,0.9,0.9,Good,100,7.9,7.9,Serious problem,28.6,10,10,Serious problem,28.6,-1.2,1.2,Satisfactory,,5.27,0.4,0.4,Excellent,8.42,-15.1,15.1,Serious problem,579,0.3,0.3,Excellent,15.4,0.0,0,Excellent,45.8,-0.2,0.2,Excellent,86.9,-0.2,0.2,Excellent,29.2,-0.4,0.4,Excellent,33.6,0.3,0.3,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 935,PHCH
141,00141,R,2.19,0,0,Excellent,1.56,0.8,0.8,Good,52,-1.4,1.4,Satisfactory,5.4,0,0,Excellent,16.2,-0.5,0.5,Excellent,74,-0.5,0.5,Excellent,24.7,0.2,0.2,Excellent,33.3,0.6,0.6,Good,,5.31,0.5,0.5,Excellent,19.34,0.7,0.7,Good,574,-0.1,0.1,Excellent,15.4,0.0,0,Excellent,45,-0.9,0.9,Good,84.7,-0.7,0.7,Good,29,-0.5,0.5,Excellent,34.2,1.0,1,Good,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,14 พฤษภาคม 2568,รบกวนตรวจสอบ Specimen ก่อนการจัดส่งด้วยค่ะ,,,HM 1238,NGPH
148,00148,R,2.19,0,0,Excellent,1.33,0,0,Excellent,62,-0.1,0.1,Excellent,5.3,-1,1,Good,16.3,-0.4,0.4,Excellent,74.4,-0.3,0.3,Excellent,24.2,-1,1,Good,32.5,0.3,0.3,Excellent,,4.35,-2.5,2.5,Unsatisfactory,7.75,-16.1,16.1,Serious problem,582,0.4,0.4,Excellent,15,-2.0,2,Satisfactory,46.6,0.5,0.5,Excellent,107.1,4.3,4.3,Serious problem,34.5,2.4,2.4,Unsatisfactory,32.2,-1.5,1.5,Satisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN3000,21 พฤษภาคม 2568,,,,HM 1711,GNPH
165,00165,R,2.1,-2.3,2.3,Unsatisfactory,1.29,-0.1,0.1,Excellent,79,2,2,Satisfactory,5.3,-1,1,Good,22,3.1,3.1,Serious problem,104.8,9.5,9.5,Serious problem,25.2,1.5,1.5,Satisfactory,24.1,-2.9,2.9,Unsatisfactory,,4.51,-2.0,2,Satisfactory,7.7,-16.2,16.2,Serious problem,577,0.1,0.1,Excellent,15.1,-1.5,1.5,Satisfactory,46,0.0,0,Excellent,102,3.1,3.1,Serious problem,33.5,1.8,1.8,Satisfactory,32.8,-0.8,0.8,Good,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,14 พฤษภาคม 2568,,,,HM 441,PHCH
166,00166,R,2.18,-0.2,0.2,Excellent,1.2,-0.4,0.4,Excellent,62,-0.1,0.1,Excellent,5.4,0,0,Excellent,16.1,-0.6,0.6,Good,73.9,-0.5,0.5,Excellent,24.8,0.5,0.5,Excellent,33.5,0.6,0.6,Good,,5.28,0.4,0.4,Excellent,7.94,-15.8,15.8,Serious problem,602,1.7,1.7,Satisfactory,15.5,0.5,0.5,Excellent,45.7,-0.3,0.3,Excellent,86.6,-0.3,0.3,Excellent,29.4,-0.3,0.3,Excellent,33.9,0.6,0.6,Good,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 710,GNPH
186,00186,R,2.21,0.5,0.5,Excellent,1.36,0.1,0.1,Excellent,64,0.1,0.1,Excellent,5.4,0,0,Excellent,16.6,-0.2,0.2,Excellent,75.1,-0.1,0.1,Excellent,24.4,-0.5,0.5,Excellent,32.5,0.3,0.3,Excellent,,5.34,0.6,0.6,Good,8.34,-15.2,15.2,Serious problem,570,-0.3,0.3,Excellent,15.6,1.0,1,Good,46.1,0.1,0.1,Excellent,86.3,-0.4,0.4,Excellent,29.2,-0.4,0.4,Excellent,33.8,0.5,0.5,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",503,,XN1000,21 พฤษภาคม 2568,,,,HM 1327,NGPH
191,00191,R,2.16,-0.7,0.7,Good,1.31,-0.1,0.1,Excellent,56,-0.9,0.9,Good,5.3,-1,1,Good,16,-0.6,0.6,Good,74.1,-0.4,0.4,Excellent,24.5,-0.3,0.3,Excellent,33.1,0.5,0.5,Excellent,,5.28,0.4,0.4,Excellent,17.58,-1.9,1.9,Satisfactory,581,0.4,0.4,Excellent,15.5,0.5,0.5,Excellent,45.4,-0.5,0.5,Excellent,86,-0.4,0.4,Excellent,29.4,-0.3,0.3,Excellent,34.1,0.9,0.9,Good,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 755,NGPH
193,00193,R,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,ไม่รายงานผล,,5.29,0.5,0.5,Excellent,19.37,0.7,0.7,Good,574,-0.1,0.1,Excellent,15.1,-1.5,1.5,Satisfactory,45.5,-0.5,0.5,Excellent,86,-0.4,0.4,Excellent,28.5,-0.8,0.8,Good,33.2,-0.2,0.2,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,เครื่องตรวจวิเคราะห์ไม่สามารถรายงานผลได้ โทรประสานงานกรมวิทย์ อาจเกิดจากคุณภาพของตัวอย่าง,,HM 1129,NGPH
196,00196,R,2.22,0.8,0.8,Good,1.31,-0.1,0.1,Excellent,55,-1,1,Good,5.5,1,1,Good,16.8,-0.1,0.1,Excellent,75.7,0.1,0.1,Excellent,24.8,0.5,0.5,Excellent,32.7,0.3,0.3,Excellent,,5.19,0.2,0.2,Excellent,9.42,-13.7,13.7,Serious problem,558,-1.1,1.1,Satisfactory,15.5,0.5,0.5,Excellent,45.2,-0.7,0.7,Good,87.1,-0.2,0.2,Excellent,29.9,-0.1,0.1,Excellent,34.3,1.1,1.1,Satisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN Series,21 พฤษภาคม 2568,,,,HM 732,NGPH
198,00198,R,2.01,-4.5,4.5,Serious problem,1.33,0,0,Excellent,76,1.6,1.6,Satisfactory,5.3,-1,1,Good,20.9,2.4,2.4,Unsatisfactory,104,9.2,9.2,Serious problem,26.4,4.5,4.5,Serious problem,25.4,-2.4,2.4,Unsatisfactory,,5.31,0.5,0.5,Excellent,8.97,-14.3,14.3,Serious problem,562,-0.8,0.8,Good,15.3,-0.5,0.5,Excellent,45.3,-0.6,0.6,Good,85.3,-0.6,0.6,Good,28.8,-0.6,0.6,Good,33.8,0.5,0.5,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 696,GNPH
202,00202,R,2.25,1.5,1.5,Satisfactory,1.27,-0.2,0.2,Excellent,68,0.6,0.6,Good,5.5,1,1,Good,16.9,-0.1,0.1,Excellent,75.1,-0.1,0.1,Excellent,24.4,-0.5,0.5,Excellent,32.5,0.3,0.3,Excellent,,5.32,0.6,0.6,Good,7.43,-16.6,16.6,Serious problem,586,0.7,0.7,Good,15.5,0.5,0.5,Excellent,45.9,-0.1,0.1,Excellent,86.3,-0.4,0.4,Excellent,29.1,-0.5,0.5,Excellent,33.8,0.5,0.5,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN3000,21 พฤษภาคม 2568,,,,HM 700,GNPH
203,00203,R,2.18,-0.2,0.2,Excellent,1.48,0.5,0.5,Excellent,65,0.3,0.3,Excellent,5.4,0,0,Excellent,16.3,-0.4,0.4,Excellent,74.8,-0.2,0.2,Excellent,24.8,0.5,0.5,Excellent,33.1,0.5,0.5,Excellent,,5.27,0.4,0.4,Excellent,19.11,0.4,0.4,Excellent,581,0.4,0.4,Excellent,15.4,0.0,0,Excellent,45.6,-0.4,0.4,Excellent,86.5,-0.3,0.3,Excellent,29.2,-0.4,0.4,Excellent,33.8,0.5,0.5,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 777,NGPH
204,00204,R,2.23,1,1,Good,0.46,-2.9,2.9,Unsatisfactory,61,-0.3,0.3,Excellent,5.6,2,2,Satisfactory,16.6,-0.2,0.2,Excellent,74.4,-0.3,0.3,Excellent,25.1,1.3,1.3,Satisfactory,33.7,0.7,0.7,Good,,4.38,-2.4,2.4,Unsatisfactory,18.25,-0.9,0.9,Good,607,2.0,2,Satisfactory,15.2,-1.0,1,Good,45.3,-0.6,0.6,Good,103.4,3.4,3.4,Serious problem,34.7,2.5,2.5,Unsatisfactory,33.6,0.3,0.3,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,-,,,HM 79,PHGH
211,00211,R,2.2,0.3,0.3,Excellent,1.26,-0.2,0.2,Excellent,56,-0.9,0.9,Good,5.5,1,1,Good,15.7,-0.8,0.8,Good,71.4,-1.3,1.3,Satisfactory,25,1,1,Good,35,1.2,1.2,Satisfactory,,5.3,0.5,0.5,Excellent,8.24,-15.4,15.4,Serious problem,556,-1.2,1.2,Satisfactory,15.5,0.5,0.5,Excellent,44.1,-1.7,1.7,Satisfactory,83.2,-1.0,1,Good,29.2,-0.4,0.4,Excellent,35.1,2.1,2.1,Unsatisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,-,,,HM 204,PHCH
212,00212,R,2.18,-0.2,0.2,Excellent,1.45,0.4,0.4,Excellent,61,-0.3,0.3,Excellent,5.5,1,1,Good,16.2,-0.5,0.5,Excellent,74.3,-0.4,0.4,Excellent,25.2,1.5,1.5,Satisfactory,34,0.8,0.8,Good,,4.39,-2.3,2.3,Unsatisfactory,18.6,-0.4,0.4,Excellent,586,0.7,0.7,Good,15.3,-0.5,0.5,Excellent,47,0.9,0.9,Good,107.1,4.3,4.3,Serious problem,34.9,2.6,2.6,Unsatisfactory,32.6,-1.0,1,Good,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,14 พฤษภาคม 2568,,,,HM 714,GNPH
213,00213,R,2.12,-1.8,1.8,Satisfactory,1.27,-0.2,0.2,Excellent,79,2,2,Satisfactory,5.3,-1,1,Good,22.4,3.4,3.4,Serious problem,105.7,9.8,9.8,Serious problem,25,1,1,Good,23.7,-3,3,Unsatisfactory,,5.44,0.9,0.9,Good,8.9,-14.4,14.4,Serious problem,586,0.7,0.7,Good,15.8,2.0,2,Satisfactory,46.6,0.5,0.5,Excellent,85.7,-0.5,0.5,Excellent,29,-0.5,0.5,Excellent,33.9,0.6,0.6,Good,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 669,PHCH
219,00219,R,2.24,1.3,1.3,Satisfactory,1.6,0.9,0.9,Good,68,0.6,0.6,Good,5.5,1,1,Good,16.8,-0.1,0.1,Excellent,75,-0.1,0.1,Excellent,24.6,0,0,Excellent,32.7,0.3,0.3,Excellent,,4.32,-2.6,2.6,Unsatisfactory,18.14,-1.0,1,Good,532,-2.7,2.7,Unsatisfactory,15.4,0.0,0,Excellent,46.6,0.5,0.5,Excellent,107.9,4.4,4.4,Serious problem,35.6,2.9,2.9,Unsatisfactory,33,-0.5,0.5,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 860,NGPH
225,00225,R,2.21,0.5,0.5,Excellent,1.51,0.6,0.6,Good,55,-1,1,Good,5.5,1,1,Good,16.2,-0.5,0.5,Excellent,73.3,-0.7,0.7,Good,24.9,0.7,0.7,Good,34,0.8,0.8,Good,,3.99,-3.6,3.6,Serious problem,17.38,-2.1,2.1,Unsatisfactory,559,-1.0,1,Good,15.3,-0.5,0.5,Excellent,42.7,-3.0,3,Unsatisfactory,107,4.2,4.2,Serious problem,38.3,4.4,4.4,Serious problem,35.8,3.0,3,Unsatisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN3000,21 พฤษภาคม 2568,,,,HM 693,GNPH
228,00228,R,2.16,-0.7,0.7,Good,1.34,0,0,Excellent,47,-2,2,Satisfactory,5.4,0,0,Excellent,16.2,-0.5,0.5,Excellent,75,-0.1,0.1,Excellent,25,1,1,Good,33.3,0.6,0.6,Good,,4.23,-2.8,2.8,Unsatisfactory,16.86,-2.9,2.9,Unsatisfactory,582,0.4,0.4,Excellent,15.4,0.0,0,Excellent,44.6,-1.3,1.3,Satisfactory,105.4,3.9,3.9,Serious problem,36.4,3.4,3.4,Serious problem,34.5,1.4,1.4,Satisfactory,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,14 พฤษภาคม 2568,,,,HM 1108,GNPH
229,00229,R,2.13,-1.5,1.5,Satisfactory,1.38,0.2,0.2,Excellent,91,3.5,3.5,Serious problem,5.4,0,0,Excellent,23.4,4,4,Serious problem,109.9,11.1,11.1,Serious problem,25.4,2,2,Satisfactory,23.1,-3.2,3.2,Serious problem,,5.18,0.1,0.1,Excellent,18.8,-0.1,0.1,Excellent,565,-0.6,0.6,Good,15.3,-0.5,0.5,Excellent,45.4,-0.5,0.5,Excellent,87.6,-0.1,0.1,Excellent,29.5,-0.3,0.3,Excellent,33.7,0.4,0.4,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,21 พฤษภาคม 2568,,,,HM 889,NGPH
230,00230,R,2.23,1,1,Good,1.51,0.6,0.6,Good,105,5.3,5.3,Serious problem,5.4,0,0,Excellent,21.2,2.6,2.6,Unsatisfactory,95.1,6.4,6.4,Serious problem,24.2,-1,1,Good,25.5,-2.3,2.3,Unsatisfactory,,5.42,0.9,0.9,Good,19.24,0.6,0.6,Good,570,-0.3,0.3,Excellent,15.5,0.5,0.5,Excellent,46.8,0.7,0.7,Good,86.3,-0.4,0.4,Excellent,28.6,-0.7,0.7,Good,33.1,-0.4,0.4,Excellent,,(500) Sysmex,500,503,"(503) XN Series (XN-10, 1000, 1500, 2000, 3000, 9000)",,,XN1000,14 พฤษภาคม 2568,,,,HM 1108,GNPH
